epoch,lr,loss,iou,val_loss,val_iou
0.0,0.0003,0.5963806912467928,0.6758876182234275,0.34676259292754325,0.6744689925523399
1.0,0.0003,0.26677098015247674,0.76737818373098,0.24135658750520383,0.7915472667772047
2.0,0.0003,0.2468289740081203,0.782562223291388,0.2449627115754796,0.7832850223204594
3.0,0.0003,0.23774173099039006,0.7918289572201586,0.2353133551474235,0.791732137676146
4.0,0.0003,0.22992215659538098,0.7981159052692139,0.22595978525208918,0.806730354959264
5.0,0.0003,0.2236444329451151,0.8055027032021211,0.22249852511261098,0.8044227175996935
6.0,0.0003,0.2193210403266538,0.8086632637692872,0.2118777538520398,0.8155379329107366
7.0,0.0003,0.2167680688353592,0.8125548930976567,0.2262711550571888,0.7956313724688937
8.0,0.0003,0.21267013041460647,0.816402061493572,0.20585048737730074,0.8248174438746957
9.0,0.0003,0.20684367814187193,0.8223776478141264,0.2080863585992457,0.8201901573114982
10.0,0.0003,0.20404357970365739,0.8254259934256057,0.19799977309608108,0.8338706181800658
11.0,0.0003,0.2004864873137751,0.827873458729631,0.2015671121206063,0.8337542180173471
12.0,0.0003,0.2005761938781316,0.8278479151116445,0.19894064849319637,0.8330997767984725
13.0,0.0003,0.19341602311830458,0.8341767849396208,0.20213998883156833,0.826708534312021
14.0,0.0003,0.19241817193827507,0.8355892720650276,0.21284298662253454,0.8048717132567761
15.0,0.0003,0.1894580917192341,0.8373003879355453,0.19520319112802031,0.8350415634219136
16.0,0.0003,0.18637554077397192,0.8396656804770009,0.19242379923352254,0.8416742594438614
17.0,0.0003,0.18354933532951503,0.8423989251110543,0.1835389313994251,0.842904580670704
18.0,0.0003,0.18167556545996139,0.8432774966437152,0.18588164966402362,0.8453727679161877
19.0,0.0003,0.17914495378650203,0.8456887645871607,0.18572189317942153,0.846412418650737
20.0,0.0003,0.17840183552395814,0.8458053521422374,0.17916763125812357,0.8509998236482216
21.0,0.0003,0.17694657148167875,0.8480077926549796,0.1902282928001778,0.8335095135092415
22.0,0.0003,0.1725854587662154,0.8511281488113391,0.17657160458629223,0.851975283355052
23.0,0.0003,0.17007802257733592,0.8523962257514753,0.18084159095125674,0.8450493965736957
24.0,0.0003,0.16904054318874304,0.8541334400205833,0.18662015569962132,0.8438984999458659
25.0,0.0003,0.1672643495593014,0.8549211183192911,0.1710614073794184,0.8570242639220713
26.0,0.0003,0.16481613939648626,0.856081684811963,0.16961823790862587,0.8596665580742333
27.0,0.0003,0.1626804181584243,0.857349668952752,0.17246012715336634,0.8548413590768282
28.0,0.0003,0.161191463800374,0.8587235325718985,0.17183580600253287,0.8572386617672033
29.0,0.0003,0.15939433661691596,0.8600317756861039,0.1678821136232577,0.8600709404439827
30.0,0.0003,0.15736984485602246,0.8612565906807688,0.1635163870015529,0.8623770085476218
31.0,0.0003,0.1546137033724587,0.8627036853056432,0.16292984430807528,0.863285971179841
32.0,0.0003,0.15511275434048633,0.8628381345127747,0.16919110912870844,0.8610123703091043
33.0,0.0003,0.1516618610486883,0.8650830936380018,0.16515522144676867,0.8607668240761526
34.0,0.0003,0.15185494718873851,0.8649271678618088,0.16538902714586023,0.8582348046961475
35.0,0.0003,0.1497184927558107,0.8668793246486167,0.1578770518632562,0.8644592421753682
36.0,0.0003,0.1486300831021418,0.8673328033752165,0.16076212140721213,0.8612696479484638
37.0,0.0003,0.14554309146650604,0.8693108671071151,0.16489338910833629,0.8616874942167826
38.0,0.0003,0.14534405959818197,0.8694937624071454,0.1551654420087983,0.8690773864980065
39.0,0.0003,0.14370839253095463,0.8703923993100635,0.15574319145135926,0.8690664013748722
40.0,0.0003,0.1437036090176484,0.8701668130666163,0.15391242965011995,0.8691108850841344
41.0,0.0003,0.1404786001808419,0.8723817918664452,0.15557584142719122,0.8692933997038255
42.0,0.0003,0.13919975112340108,0.8733856727539431,0.1523344230970512,0.871003693115993
43.0,0.0003,0.13658273478152017,0.8750719104891911,0.15062886317188454,0.8721250454500601
44.0,0.0003,0.13910261206878727,0.8734259315171617,0.1515990444739448,0.8719526674768238
45.0,0.0003,0.1353555581913883,0.8761079375968315,0.1498684397807428,0.8739896271433487
46.0,0.0003,0.13454626968673455,0.8761750156412639,0.14908212848199973,0.8716850494575793
47.0,0.0003,0.13398760842757362,0.876866717131573,0.1475628511198033,0.8741564343606392
48.0,0.0003,0.1324876656693946,0.8779940446923468,0.15426526938682206,0.8711389865464226
49.0,0.0003,0.13174509364987871,0.8784241355261951,0.14784072344723612,0.8740727868298126
50.0,0.0003,0.13048607305833224,0.8795545467337776,0.14591274904648038,0.8747979224716537
51.0,0.0003,0.13035914477826924,0.8795568684524573,0.1456104763941851,0.8761088052318594
52.0,0.0003,0.12943120272589564,0.8802036085546108,0.1444729259180417,0.8751974255260171
53.0,0.0003,0.12749742322714785,0.8814038388658639,0.14756367268595524,0.8739857310709901
54.0,0.0003,0.12741509288192016,0.8809625619389556,0.14575456115480134,0.8779666860046916
55.0,0.0003,0.12698047516035857,0.8810755743527422,0.142556955153485,0.8786660061180696
56.0,0.0003,0.12644761532710047,0.8819796220152741,0.1414428500032044,0.8797074687236692
57.0,0.0003,0.12477688292020801,0.8834815488259408,0.14421721658334044,0.8789719991361993
58.0,0.0003,0.12295360556662742,0.8846835693389632,0.1387950637023354,0.8832582868441747
59.0,0.0003,0.1230372758719699,0.8841180229442007,0.14334177680005308,0.8783108461879892
60.0,0.0003,0.12222952329694566,0.8847816447461605,0.14033666922451773,0.8812248908859781
61.0,0.0003,0.1197681324590836,0.8863014508220256,0.1363716233477442,0.883923802587283
62.0,0.0003,0.11768533275686067,0.8880731685896478,0.1376791196260624,0.8844483081329839
63.0,0.0003,0.11895219816712875,0.8865993221828237,0.14554381180693507,0.880851656120856
64.0,0.0003,0.11719035534222517,0.8881422180426601,0.14121681999984406,0.8805764252135161
65.0,0.0003,0.11854095791030084,0.8871253398933627,0.13551988429780965,0.8856942055591738
66.0,0.0003,0.11674573247723034,0.8885754455254933,0.1358745072261323,0.8849092895771659
67.0,0.0003,0.11676467092522176,0.888586366334206,0.14107134943123675,0.8814596236694595
68.0,0.0003,0.11416282684188267,0.8901731983383554,0.135029996643419,0.8866949244179173
69.0,0.0003,0.1140174187300555,0.8898641394038896,0.13500378141999977,0.8865928782470399
70.0,0.0003,0.11299291280239161,0.8911893059525311,0.13566785809667517,0.888036604381236
71.0,0.0003,0.11206486543839818,0.8913519719540955,0.1365402716683931,0.8866958395231676
72.0,0.0003,0.1109191866598446,0.8917018040008196,0.13575257259905216,0.8868429572292994
73.0,0.0003,0.11275004564244918,0.8906008960960087,0.13551221223870832,0.8859811734067681
74.0,0.0003,0.11026278899027192,0.8923849282248578,0.13493292395671047,0.888827669133338
75.0,0.0003,0.11061292853055185,0.8924318055738776,0.13126322855987493,0.8895832421763642
76.0,0.0003,0.10830156428815034,0.8942223249558346,0.1350626952576862,0.8878358026940089
77.0,0.0003,0.10817239799526454,0.8940128811909996,0.13253601862057365,0.8908651711389782
78.0,0.0003,0.10777696245779521,0.8943745367314416,0.13407975394661825,0.890232018208962
79.0,0.0003,0.10587214706706165,0.8958407660427681,0.13343846063567985,0.8890658604254071
